accession	gene_symbol	advanced_n	advanced_beta	advanced_or	advanced_p	fibrosis_n	fibrosis_rho	fibrosis_p	advanced_fdr	fibrosis_fdr	advanced_direction	fibrosis_direction	present	source_category	evidence_tier	include_in_ecm_excluded_score	is_ecm_structural_gene	boundary
GSE135251	LOX	216	0.7654553463263288	2.149973134169384	4.361400340931833e-5	216	0.2768978580239975	3.676551668295089e-5	1.973014439945353e-4	1.1642413616267782e-4	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LOXL2	216	0.5264192433349772	1.6928597241431724	9.508347070789838e-4	216	0.3071393830598022	4.235524644770191e-6	0.0034887520102685993	1.7494558315355135e-5	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	MMP14	216	0.5470280721192674	1.728109561675397	9.915400450237072e-4	216	0.34942013972494623	1.3439049598519895e-7	0.0034887520102685993	7.510057128584647e-7	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	MMP2	216	1.211532469001134	3.3586277036014667	5.297274359270281e-9	216	0.4769461131244634	1.1419880013417612e-13	8.387351068844611e-8	1.2054317791940812e-12	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	PLOD2	216	-0.11672908665713345	0.8898262263099294	0.41984398383746624	216	-0.12926275127751488	0.05786644799113177	0.5179893307085622	0.08753318801335841	negative	negative	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SPARC	216	0.46744702752941436	1.5959146617704705	0.005867101034520326	216	0.21512807109931392	0.0014691823972883872	0.015924988522269458	0.0034893081935599194	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	THY1	216	1.581557795903261	4.862524735399575	4.770115139347384e-11	216	0.6047338262886928	6.259724143488704e-23	2.2658046911900074e-9	5.946737936314269e-21	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TIMP1	216	0.7113322477307347	2.0367028447365616	1.8823861271278677e-5	216	0.3235592725049571	1.1793181344196508e-6	9.76438164983259e-5	5.335010608088896e-6	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TIMP2	216	0.1409540732930133	1.1513717680566287	0.33932026500631535	216	0.09221678990661761	0.1769135704371086	0.4446321237726616	0.22500498880431852	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	VCAN	216	1.193808976802367	3.2996254987405655	4.066899390120545e-8	216	0.4820598232004553	5.718319407549181e-14	4.829443025768147e-7	6.790504296464653e-13	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL1A1	216	0.6886395563692975	1.99100503979927	1.7898424350489342e-5	216	0.4327267698842303	2.8637679095613127e-11	9.76438164983259e-5	2.2671495950693726e-10	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL1A2	216	1.0660514193171224	2.9038905861789197	1.6996389605159573e-8	216	0.5188954142931727	2.7476254608633423e-16	2.306652874985942e-7	6.5256104695504375e-15	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL3A1	216	0.9067450500293631	2.4762493338857183	3.545142267736194e-7	216	0.46265683428738746	7.43101867407578e-13	3.0617137766812583e-6	6.6353011914060814e-12	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL5A1	216	0.8154053854947393	2.260091695055954	1.3207065700127688e-6	216	0.4623963176056878	7.682980326891252e-13	1.0455593679267753e-5	6.6353011914060814e-12	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL5A2	216	0.3057951431469404	1.3577041430588839	0.047725373291832754	216	0.20085224617537742	0.003026240277579077	0.0925287849535533	0.006533927872045734	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL6A1	216	0.16521532226190697	1.179647095647852	0.25838720881353294	216	0.1291697969685516	0.058048324682542944	0.3748167489669629	0.08753318801335841	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL6A2	216	0.19148877974410336	1.2110512447588901	0.19701359049932224	216	0.1444876886192868	0.03380799153567947	0.30926551208713293	0.05537515854981982	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	COL6A3	216	0.5440350347686956	1.722944997932976	4.959126587939717e-4	216	0.29502596890227417	1.036757900209272e-5	0.001962987607726138	3.788153866149263e-5	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	DCN	216	0.7783916247745284	2.1779664596327257	1.952876329966518e-5	216	0.36521381066761177	3.229089118125576e-8	9.76438164983259e-5	2.045089774812865e-7	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	FN1	216	-0.2393930467306834	0.7871054523416945	0.09937278764660859	216	-0.027260074186488764	0.6903434861100841	0.1748224967857003	0.7452571725052045	negative	negative	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LAMA2	216	1.3142550910550879	3.7219774180804817	1.8410764674305498e-9	216	0.5267096916611498	8.131324162830411e-17	4.372556610147556e-8	2.5749193182296302e-15	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LAMB1	216	0.7297867498314186	2.0746381435641656	2.3837617075017104e-5	216	0.3533303361164666	9.509764821702276e-8	1.1322868110633124e-4	5.646422862885726e-7	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LUM	216	1.4284507359477259	4.17223029578795	7.16896927410167e-11	216	0.5171256131738327	3.604505770489145e-16	2.270173603465529e-9	6.848560963929375e-15	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	POSTN	216	-0.7417373026453278	0.4762857438541912	1.6560836759706907e-5	216	-0.3142491646124789	2.4576844870014187e-6	9.76438164983259e-5	1.0612728466597036e-5	negative	negative	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	CCL2	216	0.7558201967512654	2.129357299256702	5.061750333364402e-6	216	0.34363373399198327	2.222940492200295e-7	3.205775211130787e-5	1.1732185931057112e-6	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	CXCL8	216	1.213247924166736	3.3643942235340107	2.7427288706534882e-9	216	0.5065569027935869	1.7651204831227576e-15	5.2111848542416277e-08	2.7947740982777e-14	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	IL6	216	0.43174072151764753	1.5399357911804488	0.004723402358633949	216	0.17238491543573892	0.011153347764422599	0.013197741884418385	0.02077584387490484	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	NFKB1	216	0.16118762690422753	1.1749053919960257	0.28324298614705246	216	0.20788252733223028	0.002132504601059238	0.39935075139651594	0.0047113473744332	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	NFKBIA	216	-0.18666981057490944	0.829717655155918	0.2229362267132404	216	-0.1030043820784065	0.13127789091769762	0.33405842910586114	0.1781628519597325	negative	negative	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	RELA	216	-0.23550903892281924	0.790168520704257	0.12437343967228563	216	-0.011079909011818096	0.8713839524901149	0.21482685034303883	0.890123392328612	negative	negative	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ACTA2	216	0.55731797592858	1.7459834453989833	3.826666433410292e-4	216	0.21631079237257014	0.0013808979376453638	0.0015805796137999032	0.0033637257455463986	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	CNN1	216	0.49341101892427236	1.6378935883188155	0.0011157991144643436	216	0.19585310162014088	0.0038551382459905362	0.0036552039956590566	0.008138625185980021	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	MYL9	216	0.13247917215121813	1.1416552376189082	0.36309843346989906	216	0.01799399728246692	0.7925941652317922	0.45992468239520545	0.8194926311526555	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	MYLK	216	-0.07441232145023519	0.9282888615121045	0.6064446149070767	216	-0.04854661093907538	0.4778497675621599	0.6777910401902622	0.5674465989800649	negative	negative	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	PXN	216	-0.06691614640419737	0.9352736241051556	0.6506245158262113	216	0.018275306375382046	0.7894269236111825	0.7104520575113802	0.8194926311526555	negative	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	RHOA	216	0.31164922650270943	1.3656755662073743	0.04673059551753674	216	0.22174861944692087	0.0010341779150130673	0.09248763696179148	0.0027290806090622607	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ROCK1	216	0.11222464590204267	1.1187641582009973	0.4608817421169631	216	0.0455696268862257	0.5052870709413348	0.540540314828537	0.5926206387583557	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ROCK2	216	0.14369292931571007	1.1545295319142608	0.3416646845832031	216	0.03678422160618492	0.5908114344038615	0.4446321237726616	0.6633730085839431	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TAGLN	216	0.8021954096156021	2.2304322697309735	3.5220174416803724e-6	216	0.27906228942084693	3.175280677786407e-5	2.3899404068545384e-5	1.0401781530679609e-4	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TLN1	216	-0.05220285172077017	0.9491363133792348	0.7222476779707591	216	0.04906030580439866	0.47319853676355517	0.7623725489691345	0.5674465989800649	negative	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	VASP	216	0.15700168412335125	1.169997584319507	0.28585106415750616	216	0.10226441685573845	0.13408561687793186	0.39935075139651594	0.1794103324423032	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	VCL	216	0.539630352918372	1.7153726624784549	0.00108282357513087	216	0.29823900797657005	8.208308048112102e-6	0.0036552039956590566	3.119157058282599e-5	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ZYX	216	0.11091791734756723	1.1173031918808445	0.44816622402127276	216	0.18299768035635539	0.007002819440175903	0.5358245044022977	0.013576894832994098	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SERPINE1	216	-0.1105978231035131	0.8952987450038209	0.45122063528614537	216	-0.017903489139529008	0.7936139164846769	0.5358245044022977	0.8194926311526555	negative	negative	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SMAD2	216	0.515065638855497	1.673748361118784	0.0021422627785555592	216	0.21071763375560976	0.0018458630160136436	0.0061671201200841855	0.004175166345745146	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SMAD3	216	0.19078081452335796	1.2101941660238267	0.1985810130243696	216	0.13344569518086158	0.05015591356310085	0.30926551208713293	0.07811166866384558	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SMAD4	216	0.15642874597065226	1.1693274400588238	0.29297137132512857	216	-0.003155554172700153	0.9632241720403604	0.4033663808099596	0.9632241720403604	positive	negative	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TGFB1	216	0.03111416693663718	1.0316032721491801	0.8320203862898297	216	0.097983626311377775	0.15124177493586885	0.8591514858427588	0.19955511970704917	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TGFBR1	216	0.29968704314156996	1.349436426101297	0.05755088034446801	216	0.11065598940569804	0.10483499966065177	0.1093466726544892	0.14646066129061644	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TGFBR2	216	-0.13972071838488115	0.8696010650782591	0.33081780258768195	216	-0.03762203346986694	0.5823776213162043	0.44264353867365896	0.6633730085839431	negative	negative	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	THBS1	216	1.0018703861449478	2.7233708228377593	2.575223309498467e-7	216	0.48420021847263567	4.266234146478571e-14	2.4464621440235434e-6	5.789889198792346e-13	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	AMOTL2	216	0.8613161683509825	2.3662730587680363	3.021487979102733e-6	216	0.3288919144402178	7.65803240865608e-7	2.2080104462673817e-5	3.82901620432804e-6	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ANKRD1	216	1.4132212156743194	4.109170632944257	3.2432277273220584e-12	216	0.5727761055888303	3.145691391568326e-20	3.0810663409559555e-10	1.4942034109949549e-18	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TEAD1	216	0.13692139020530983	1.1467380001384173	0.3626220051406746	216	0.022400765377133064	0.7434005789224625	0.45992468239520545	0.7935174718835273	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TEAD2	216	0.3309590290685878	1.3923027471992462	0.02589915152010202	216	0.16047216051192953	0.01827099424327238	0.05721905568394632	0.032749895341714644	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TEAD3	216	0.26443792000966576	1.302698549168556	0.0714940759053851	216	0.15837212697916744	0.01986986849956801	0.1331752394315997	0.034956250138128905	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	TEAD4	216	0.5026660199528566	1.6531226589920522	0.0018717011139631485	216	0.24816354327165155	2.2971452807220877e-4	0.005556612682078097	6.41849416672348e-4	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	WWTR1	216	0.1867732676163466	1.2053539612886326	0.22504988908184329	216	0.03500952815479425	0.6088580411377134	0.33405842910586114	0.6697750410594355	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	YAP1	216	0.5648553468189548	1.759193291410094	9.574935825028702e-4	216	0.22111506244635548	0.0010699895402010817	0.0034887520102685993	0.0027472704410568313	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ACTB	216	0.12281047204016521	1.1306701070402585	0.4061080116289582	216	0.07757281699586609	0.2563003311256805	0.5076350145361977	0.32037541390710067	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	CAV1	216	0.33466484701205834	1.397471939830217	0.04356631459487115	216	0.14638958270399557	0.03150827268452038	0.09197333081139465	0.053896145765856	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	CFL1	216	0.3771341786830911	1.4580999421761127	0.012948883500879303	216	0.254237373512593	1.5867726586433838e-4	0.030753598314588345	4.7107313303475457e-4	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	FLNA	216	0.49322600051688803	1.6375905758879428	0.0018370448727271793	216	0.2995782838754486	7.440771658083434e-6	0.005556612682078097	2.9453054479913593e-5	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	FLNB	216	0.15262501569572362	1.164888082286067	0.30061250556387203	216	0.12509937670237095	0.06648714286759495	0.40797411469382633	0.09717351649879262	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	PFN1	216	0.09574291470766133	1.1004761114012511	0.5155413993320441	216	0.07662003532899266	0.26220493305085124	0.5900775052595686	0.3234995927250762	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	FERMT2	216	-0.29013960579677633	0.748159112938421	0.04655270046886594	216	-0.24381792932761914	2.9765904871569286e-4	0.09248763696179148	8.079317036568806e-4	negative	negative	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ITGA1	216	0.037414640895734035	1.0381233800179064	0.7997276143033211	216	-0.009184130342172653	0.8932458382312362	0.8348804764705001	0.9027484535315685	positive	negative	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ITGA2	216	1.1232625722956049	3.0748698411939186	6.546623395205995e-8	216	0.4232332335297938	8.480795596624368e-11	6.910324694939661e-7	6.197504474456269e-10	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ITGA5	216	-0.020550044785296605	0.9796596683899598	0.8885822425926754	216	0.03456921827023144	0.6133729323386409	0.8980352451734486	0.6697750410594355	negative	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ITGAV	216	0.6379474055606333	1.89259216553916	3.732030396598922e-4	216	0.29346776114412687	1.15991830697446e-5	0.0015805796137999032	4.0811940430582854e-5	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ITGB1	216	0.10497383840074402	1.1106815527699259	0.49193892254318355	216	0.10866114101202595	0.11128626260082128	0.569929239531737	0.15322021662431914	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	ITGB3	216	0.02833882365057174	1.0287441882387867	0.8477663777267322	216	0.07495664243175537	0.2727355544415168	0.8659979127316082	0.3321779188710781	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	PARVA	216	0.33180480138384033	1.3934808164362245	0.04505713145690348	216	0.21687585672442575	0.0013404575424198638	0.09248763696179148	0.0033511438560496595	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	PARVB	216	0.20803541329085393	1.2312567716309861	0.16746224694184036	216	0.1937791571130809	0.004255408064842134	0.26964260100804804	0.008725318905594593	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	PTK2	216	-0.09022714497573513	0.9137236139696078	0.5333472224829066	216	-0.03651392026038386	0.5935442708382649	0.6031903111413824	0.6633730085839431	negative	negative	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SRC	216	0.5154012281813738	1.6743101474624569	0.0014143962429185222	216	0.3699422495946113	2.0751929067157255e-8	0.004478921435908653	1.408166615271385e-7	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	CDC42	216	0.29546725541108476	1.3437540883887726	0.07382980805519937	216	0.2126452125835847	0.0016715434549128324	0.134881380100845	0.003873088493090709	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LATS1	216	0.06079335425787991	1.0626792933449118	0.68231459399387	216	-0.036981137971225514	0.5888241707550176	0.7365896185161096	0.6633730085839431	positive	negative	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
